stem,section,shape,side,key,label_value,label_page,stored_value,stored_page,run_value,run_page,run_evidence,run_writer,run_vs_label,run_vs_stored
salix_2025,debt_maturity,refused-scope,mechanism,total_debt,3246,177,3246,177,,,,model,missed,lost
salix_2025,debt_maturity,refused-scope,mechanism,due_within_1_year,192,177,,,,,,warning (unmapped),missed,absent
salix_2025,debt_maturity,refused-scope,total,total_debt,3246,177,3246,177,3246,177,quote_on_page|value_in_quote|arith_ok|period_ok|page_is_statement|unit_ok,model,ok,same
salix_2025,debt_maturity,refused-scope,total,due_within_1_year,192,177,,,,,,warning (unmapped),missed,absent
scandi_standard_2025,debt_maturity,bucket-column,mechanism,total_debt,2307,134,2307,134,,,,_fill_bucket_columns,missed,lost
scandi_standard_2025,debt_maturity,bucket-column,mechanism,due_within_1_year,70,102,70,134,,,,_fill_bucket_columns,missed,lost
scandi_standard_2025,debt_maturity,bucket-column,total,total_debt,2307,134,2307,134,2307,134,quote_on_page|value_in_quote|arith_ok|period_ok|unit_ok,_fill_bucket_columns,ok,same
scandi_standard_2025,debt_maturity,bucket-column,total,due_within_1_year,70,102,70,134,,,,_fill_bucket_columns,missed,lost
sdiptech_2025,debt_maturity,total-only,mechanism,total_debt,4495,110,4495,110,4495,110,quote_on_page|value_derived|arith_ok|label_known|period_ok|page_is_statement,_subtotal_pair_fill,ok,same
sdiptech_2025,debt_maturity,total-only,mechanism,due_within_1_year,446,110,446,110,446,110,quote_on_page|value_in_quote|arith_ok|period_ok|page_is_statement,_subtotal_pair_fill,ok,same
sdiptech_2025,debt_maturity,total-only,total,total_debt,4495,110,4495,110,4495,110,quote_on_page|value_derived|arith_ok|label_known|period_ok|page_is_statement|unit_ok,_subtotal_pair_fill,ok,same
sdiptech_2025,debt_maturity,total-only,total,due_within_1_year,446,110,446,110,446,110,quote_on_page|value_in_quote|arith_ok|period_ok|page_is_statement|unit_ok,_subtotal_pair_fill,ok,same
smartcraft_2025,debt_maturity,lease-refused,mechanism,total_debt,28248,58,,,,,,model,missed,absent
smartcraft_2025,debt_maturity,lease-refused,mechanism,due_within_1_year,13439,58,,,,,,warning (unmapped),missed,absent
smartcraft_2025,debt_maturity,lease-refused,mechanism,due_1_to_5_years,14809,58,,,,,,model,missed,absent
smartcraft_2025,debt_maturity,lease-refused,mechanism,due_after_5_years,null,58,,,,,,warning (unmapped),null-ok,absent
smartcraft_2025,debt_maturity,lease-refused,total,total_debt,28248,58,,,,,,model,missed,absent
smartcraft_2025,debt_maturity,lease-refused,total,due_within_1_year,13439,58,,,,,,warning (unmapped),missed,absent
smartcraft_2025,debt_maturity,lease-refused,total,due_1_to_5_years,14809,58,,,,,,model,missed,absent
smartcraft_2025,debt_maturity,lease-refused,total,due_after_5_years,null,58,,,,,,warning (unmapped),null-ok,absent
stillfront_2025,debt_maturity,bucket-rows,mechanism,total_debt,5887,109,5887,109,,,,model,missed,lost
stillfront_2025,debt_maturity,bucket-rows,mechanism,due_within_1_year,710,109,,,,,,model,missed,absent
stillfront_2025,debt_maturity,bucket-rows,mechanism,due_1_to_5_years,5152,109,5152,109,,,,model,missed,lost
stillfront_2025,debt_maturity,bucket-rows,mechanism,due_after_5_years,4,109,4,109,,,,model,missed,lost
stillfront_2025,debt_maturity,bucket-rows,total,total_debt,5887,109,5887,109,5887,109,quote_on_page|value_in_quote|arith_ok|period_ok|page_is_statement|unit_ok,model,ok,same
stillfront_2025,debt_maturity,bucket-rows,total,due_within_1_year,710,109,,,,,,model,missed,absent
stillfront_2025,debt_maturity,bucket-rows,total,due_1_to_5_years,5152,109,5152,109,,,,model,missed,lost
stillfront_2025,debt_maturity,bucket-rows,total,due_after_5_years,4,109,4,109,,,,model,missed,lost
storytel_2025,debt_maturity,total-only,mechanism,total_debt,550,114,550,114,,,,model,missed,lost
storytel_2025,debt_maturity,total-only,mechanism,due_within_1_year,550,114,550,114,,,,model,missed,lost
storytel_2025,debt_maturity,total-only,mechanism,due_1_to_5_years,null,114,,,,,,model,null-ok,absent
storytel_2025,debt_maturity,total-only,mechanism,due_after_5_years,null,114,,,,,,model,null-ok,absent
storytel_2025,debt_maturity,total-only,total,total_debt,550,114,550,114,550,114,quote_on_page|value_in_quote|arith_ok|period_ok|page_is_statement|unit_ok,model,ok,same
storytel_2025,debt_maturity,total-only,total,due_within_1_year,550,114,550,114,,,,model,missed,lost
storytel_2025,debt_maturity,total-only,total,due_1_to_5_years,null,114,,,,,,model,null-ok,absent
storytel_2025,debt_maturity,total-only,total,due_after_5_years,null,114,,,,,,model,null-ok,absent
svedbergs_2025,debt_maturity,bucket-rows,mechanism,total_debt,496405,132,496405,132,,,,model,missed,lost
svedbergs_2025,debt_maturity,bucket-rows,mechanism,due_within_1_year,51440,132,51440,132,,,,model,missed,lost
svedbergs_2025,debt_maturity,bucket-rows,mechanism,due_1_to_5_years,435842,132,435842,132,,,,model,missed,lost
svedbergs_2025,debt_maturity,bucket-rows,mechanism,due_after_5_years,9124,132,9124,132,,,,model,missed,lost
svedbergs_2025,debt_maturity,bucket-rows,total,total_debt,496405,132,496405,132,496405,132,quote_on_page|value_in_quote|arith_ok|period_ok|page_is_statement|unit_ok,model,ok,same
svedbergs_2025,debt_maturity,bucket-rows,total,due_within_1_year,51440,132,51440,132,51440,132,quote_on_page|value_derived|arith_ok|label_known|period_ok|page_is_statement|unit_ok,_finer_split_rows,ok,same
svedbergs_2025,debt_maturity,bucket-rows,total,due_1_to_5_years,435842,132,435842,132,435842,132,quote_on_page|value_derived|arith_ok|label_known|period_ok|page_is_statement|unit_ok,warning (unmapped),ok,same
svedbergs_2025,debt_maturity,bucket-rows,total,due_after_5_years,9124,132,9124,132,,,,model,missed,lost
svolder_2025,debt_maturity,total-only,mechanism,total_debt,0,18,,,,,,model,missed,absent
svolder_2025,debt_maturity,total-only,mechanism,due_within_1_year,null,18,,,,,,model,null-ok,absent
svolder_2025,debt_maturity,total-only,mechanism,due_1_to_5_years,null,18,,,,,,model,null-ok,absent
svolder_2025,debt_maturity,total-only,mechanism,due_after_5_years,null,18,,,,,,model,null-ok,absent
svolder_2025,debt_maturity,total-only,total,total_debt,0,18,,,,,,model,missed,absent
svolder_2025,debt_maturity,total-only,total,due_within_1_year,null,18,,,,,,model,null-ok,absent
svolder_2025,debt_maturity,total-only,total,due_1_to_5_years,null,18,,,,,,model,null-ok,absent
svolder_2025,debt_maturity,total-only,total,due_after_5_years,null,18,,,,,,model,null-ok,absent
synsam_2025,debt_maturity,bucket-rows,mechanism,total_debt,2718,122,2718,122,,,,model,missed,lost
synsam_2025,debt_maturity,bucket-rows,mechanism,due_within_1_year,0,122,0,122,,,,model,missed,lost
synsam_2025,debt_maturity,bucket-rows,mechanism,due_1_to_5_years,2718,122,2718,122,,,,model,missed,lost
synsam_2025,debt_maturity,bucket-rows,total,total_debt,2718,122,2718,122,2718,122,quote_on_page|value_in_quote|arith_ok|period_ok|page_is_statement|unit_ok,model,ok,same
synsam_2025,debt_maturity,bucket-rows,total,due_within_1_year,0,122,0,122,,,,model,missed,lost
synsam_2025,debt_maturity,bucket-rows,total,due_1_to_5_years,2718,122,2718,122,,,,model,missed,lost
tangen_industrikapital_2025,debt_maturity,total-only,mechanism,total_debt,588199,62,915454,57,,,,model,missed,lost
tangen_industrikapital_2025,debt_maturity,total-only,mechanism,due_within_1_year,141734,62,,,,,,model,missed,absent
tangen_industrikapital_2025,debt_maturity,total-only,mechanism,due_1_to_5_years,388979,62,,,,,,model,missed,absent
tangen_industrikapital_2025,debt_maturity,total-only,mechanism,due_after_5_years,57486,62,,,,,,model,missed,absent
tangen_industrikapital_2025,debt_maturity,total-only,total,total_debt,588199,62,915454,57,915454,57,quote_on_page|value_in_quote|arith_ok|label_known|period_ok|unit_ok,model,wrong,same
tangen_industrikapital_2025,debt_maturity,total-only,total,due_within_1_year,141734,62,,,,,,model,missed,absent
tangen_industrikapital_2025,debt_maturity,total-only,total,due_1_to_5_years,388979,62,,,,,,model,missed,absent
tangen_industrikapital_2025,debt_maturity,total-only,total,due_after_5_years,57486,62,,,,,,model,missed,absent
traction_2025,debt_maturity,prose-zero,mechanism,total_debt,0,32,0,32,,,,model,missed,lost
traction_2025,debt_maturity,prose-zero,total,total_debt,0,32,0,32,0,32,arith_ok|period_ok|page_is_statement|unit_ok,warning (unmapped),ok,same
vbg_2025,debt_maturity,total-only,mechanism,total_debt,1504774,133,1504774,133,,,,model,missed,lost
vbg_2025,debt_maturity,total-only,total,total_debt,1504774,133,1504774,133,1504774,133,quote_on_page|value_in_quote|arith_ok|period_ok|page_is_statement|unit_ok,model,ok,same
vef_2025,debt_maturity,total-only,mechanism,total_debt,25721,23,25721,23,,,,model,missed,lost
vef_2025,debt_maturity,total-only,mechanism,due_within_1_year,null,23,,,,,,model,null-ok,absent
vef_2025,debt_maturity,total-only,total,total_debt,25721,23,25721,23,25721,23,quote_on_page|value_in_quote|arith_ok|period_ok|unit_ok,model,ok,same
vef_2025,debt_maturity,total-only,total,due_within_1_year,null,23,,,,,,model,null-ok,absent
viaplay_2025,debt_maturity,bucket-rows,mechanism,total_debt,6422,113,6422,113,,,,model,missed,lost
viaplay_2025,debt_maturity,bucket-rows,mechanism,due_within_1_year,920,113,920,113,,,,model,missed,lost
viaplay_2025,debt_maturity,bucket-rows,mechanism,due_1_to_5_years,5502,113,5502,113,,,,model,missed,lost
viaplay_2025,debt_maturity,bucket-rows,mechanism,due_after_5_years,null,113,,,,,,model,null-ok,absent
viaplay_2025,debt_maturity,bucket-rows,total,total_debt,6422,113,6422,113,6422,113,quote_on_page|value_in_quote|arith_ok|period_ok|page_is_statement|unit_ok,model,ok,same
viaplay_2025,debt_maturity,bucket-rows,total,due_within_1_year,920,113,920,113,,,,model,missed,lost
viaplay_2025,debt_maturity,bucket-rows,total,due_1_to_5_years,5502,113,5502,113,,,,model,missed,lost
viaplay_2025,debt_maturity,bucket-rows,total,due_after_5_years,null,113,,,,,,model,null-ok,absent
vicore_pharma_holding_2025,debt_maturity,total-only,mechanism,total_debt,0,46,0,46,,,,model,missed,lost
vicore_pharma_holding_2025,debt_maturity,total-only,total,total_debt,0,46,0,46,0,46,arith_ok|period_ok|page_is_statement|unit_ok,warning (unmapped),ok,same
viva_wine_2025,debt_maturity,total-only,mechanism,total_debt,1203,105,1203,105,,,,model,missed,lost
viva_wine_2025,debt_maturity,total-only,mechanism,due_within_1_year,310,79,,,,,,model,missed,absent
viva_wine_2025,debt_maturity,total-only,total,total_debt,1203,105,1203,105,1203,105,quote_on_page|value_in_quote|arith_ok|period_ok|page_is_statement|unit_ok,model,ok,same
viva_wine_2025,debt_maturity,total-only,total,due_within_1_year,310,79,,,,,,model,missed,absent
vnv_global_2025,debt_maturity,total-only,mechanism,total_debt,46246,37,46246,37,,,,model,missed,lost
vnv_global_2025,debt_maturity,total-only,mechanism,due_within_1_year,null,37,,,,,,model,null-ok,absent
vnv_global_2025,debt_maturity,total-only,total,total_debt,46246,37,46246,37,46246,37,quote_on_page|value_in_quote|arith_ok|period_ok|page_is_statement|unit_ok,model,ok,same
vnv_global_2025,debt_maturity,total-only,total,due_within_1_year,null,37,,,,,,model,null-ok,absent
volati_2025,debt_maturity,refused-scope,mechanism,total_debt,3245,177,3246,177,,,,model,missed,lost
volati_2025,debt_maturity,refused-scope,mechanism,due_within_1_year,192,177,192,177,,,,warning (unmapped),missed,lost
volati_2025,debt_maturity,refused-scope,total,total_debt,3245,177,3246,177,3246,177,quote_on_page|value_in_quote|arith_ok|period_ok|page_is_statement|unit_ok,model,wrong,same
volati_2025,debt_maturity,refused-scope,total,due_within_1_year,192,177,192,177,,,,warning (unmapped),missed,lost
xano_industri_2025,debt_maturity,bucket-column,mechanism,total_debt,904522,84,904522,84,,,,model,missed,lost
xano_industri_2025,debt_maturity,bucket-column,mechanism,due_within_1_year,51075,84,51075,84,,,,model,missed,lost
xano_industri_2025,debt_maturity,bucket-column,mechanism,due_1_to_5_years,802669,84,802669,84,,,,model,missed,lost
xano_industri_2025,debt_maturity,bucket-column,mechanism,due_after_5_years,50778,84,50778,84,,,,model,missed,lost
xano_industri_2025,debt_maturity,bucket-column,total,total_debt,904522,84,904522,84,904522,84,quote_on_page|value_in_quote|arith_ok|label_known|period_ok|page_is_statement|unit_ok,model,ok,same
xano_industri_2025,debt_maturity,bucket-column,total,due_within_1_year,51075,84,51075,84,,,,model,missed,lost
xano_industri_2025,debt_maturity,bucket-column,total,due_1_to_5_years,802669,84,802669,84,,,,model,missed,lost
xano_industri_2025,debt_maturity,bucket-column,total,due_after_5_years,50778,84,50778,84,,,,model,missed,lost
xvivo_perfusion_2025,debt_maturity,total-only,mechanism,total_debt,124721,92,,,,,,model,missed,absent
xvivo_perfusion_2025,debt_maturity,total-only,mechanism,due_within_1_year,11556,65,,,,,,model,missed,absent
xvivo_perfusion_2025,debt_maturity,total-only,total,total_debt,124721,92,,,,,,model,missed,absent
xvivo_perfusion_2025,debt_maturity,total-only,total,due_within_1_year,11556,65,,,,,,model,missed,absent
